subject,group,run,trial,stims_onset,stims_duration,left_stim,right_stim,key_pressed,response,response_onset,RT,accuracy,ISI_onset,ISI_duration,feedback,feedback_onset,feedback_duration,ITI_onset,ITI_duration,reversal,lnRT,outlier,position,rel_position,action,state,reward,alpha_gain,alpha_loss,beta,Q,PE 
014,human,1,21,206.081,0.79,Red,Blue,left,rich,206.464,0.383,1.0,206.87,0.45,no_incentive,207.337,0.7,208.037,0.8,0,-0.959720289801,0,5,-104,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.847009280486,-0.921336544058
014,human,1,22,208.846,0.84,Red,Blue,right,lean,209.288,0.441,0.0,209.686,0.433,reward,210.136,1.299,211.435,0.7,0,-0.818710403535,0,6,-103,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.97601320146,0.164764518237
014,human,1,23,212.145,1.006,Red,Blue,left,rich,212.752,0.606,1.0,213.151,0.583,reward,213.751,1.3,215.051,0.516,0,-0.500875292913,0,7,-102,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.977727258231,0.152990719514
014,human,1,24,215.577,0.89,Red,Blue,right,lean,216.064,0.486,0.0,216.467,0.467,reward,216.95,1.299,218.25,0.616,0,-0.721546655082,0,8,-101,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.996507946551,0.0239867985396
014,human,1,25,218.876,1.289,Red,Blue,left,rich,219.76,0.884,1.0,220.166,0.55,reward,220.732,1.299,222.032,0.716,0,-0.123298216344,0,9,-100,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.996757482889,0.0222727417691
014,human,1,26,222.758,0.74,Red,Blue,right,lean,223.088,0.329,0.0,223.498,0.5,no_incentive,224.014,0.7,224.714,0.533,0,-1.11169752822,0,10,-99,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.916116357536,-0.996507946551
014,human,1,27,225.257,1.539,Red,Blue,right,lean,226.4,1.142,0.0,226.797,0.55,no_incentive,227.363,0.7,228.063,0.85,0,0.132781111234,0,11,-98,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.84221022366,-0.916116357536
014,human,1,28,228.923,1.139,Red,Blue,left,rich,229.656,0.733,1.0,230.062,0.483,no_incentive,230.562,0.7,231.262,0.966,0,-0.310609577095,0,12,-97,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.916345762952,-0.996757482889
014,human,1,29,232.238,0.79,Red,Blue,right,lean,232.624,0.385,0.0,233.028,0.417,reward,233.461,1.3,234.76,0.583,0,-0.954511944694,0,13,-96,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.977028600471,0.15778977634
014,human,1,30,235.354,0.69,Red,Blue,right,lean,235.648,0.294,0.0,236.043,0.433,no_incentive,236.493,0.7,237.193,0.983,0,-1.22417551164,0,14,-95,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.898208474673,-0.977028600471
014,human,1,31,238.186,0.956,Red,Blue,right,lean,238.743,0.557,0.0,239.142,0.4,reward,239.559,1.3,240.858,0.55,0,-0.585190039055,0,15,-94,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.985180954995,0.101791525327
014,human,1,32,241.418,0.74,Red,Blue,left,rich,241.751,0.333,1.0,242.158,0.533,reward,242.708,1.299,244.007,0.916,0,-1.099612789,0,16,-93,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.98782142325,0.0836542370479
014,human,1,33,244.934,0.706,Red,Blue,right,lean,245.239,0.306,0.0,245.64,0.583,no_incentive,246.24,0.7,246.939,0.6,0,-1.18417017703,0,17,-92,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.905703151818,-0.985180954995
014,human,1,35,251.981,1.056,Red,Blue,right,lean,252.631,0.65,0.0,253.037,0.566,no_incentive,253.62,0.7,254.32,0.716,0,-0.430782916092,0,18,-91,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.832637085659,-0.905703151818
014,human,1,36,255.047,1.439,Red,Blue,right,lean,256.087,1.04,0.0,256.486,0.516,no_incentive,257.019,0.7,257.719,0.5,0,0.0392207131533,0,19,-90,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.765465500504,-0.832637085659
014,human,1,37,258.229,1.089,Red,Blue,right,lean,258.919,0.69,0.0,259.318,0.45,no_incentive,259.785,0.7,260.485,0.716,0,-0.371063681391,0,20,-89,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.703712869092,-0.765465500504
014,human,1,38,261.211,0.673,Red,Blue,left,rich,261.479,0.268,1.0,261.884,0.466,reward,262.367,1.3,263.667,0.616,0,-1.31676829847,0,21,-88,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.998227014711,0.0121785767501
014,human,1,39,264.293,0.956,Red,Blue,left,rich,264.839,0.546,1.0,265.25,0.483,reward,265.75,1.299,267.049,0.816,0,-0.605136303237,0,22,-87,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999741884713,0.00177298528912
014,human,1,40,267.876,0.756,Red,Blue,left,rich,268.231,0.356,1.0,268.632,0.583,no_incentive,269.232,0.7,269.931,0.7,0,-1.03282454813,0,23,-86,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.919089403219,-0.999741884713
014,human,1,41,270.641,1.256,Red,Blue,right,lean,271.495,0.854,0.0,271.897,0.5,reward,272.414,1.3,273.713,0.5,0,-0.157824085194,0,24,-85,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.956865836195,0.296287130908
014,human,1,42,274.223,1.023,Red,Blue,right,lean,274.847,0.624,0.0,275.246,0.467,no_incentive,275.729,0.7,276.429,0.55,0,-0.471604910613,0,25,-84,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.879672307219,-0.956865836195
014,human,1,43,276.989,1.606,Red,Blue,left,rich,278.183,1.194,1.0,278.595,0.5,no_incentive,279.111,0.7,279.811,0.966,0,0.17730901497,0,26,-83,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.844943423924,-0.919089403219
014,human,1,44,280.788,0.706,Red,Blue,left,rich,281.095,0.307,1.0,281.494,0.583,reward,282.094,1.299,283.393,0.816,0,-1.18090753139,0,27,-82,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.977426506068,0.155056576076
014,human,1,45,284.22,0.906,Red,Blue,right,lean,284.719,0.499,0.0,285.126,0.467,no_incentive,285.609,0.7,286.309,0.633,0,-0.695149183231,0,28,-81,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.808706235313,-0.879672307219
014,human,1,46,286.952,1.256,Red,Blue,left,rich,287.799,0.847,1.0,288.208,0.5,no_incentive,288.725,0.7,289.424,0.716,0,-0.16605458433,0,29,-80,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.898574279911,-0.977426506068
014,human,1,47,290.151,0.69,Red,Blue,left,rich,290.439,0.288,1.0,290.841,0.483,reward,291.341,1.299,292.64,0.7,0,-1.24479479885,0,30,-79,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.985234209765,0.101425720089
014,human,1,48,293.35,0.84,Red,Blue,left,rich,293.783,0.433,1.0,294.189,0.467,reward,294.673,1.3,295.972,0.733,0,-0.83701755098,0,31,-78,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.997850362205,0.0147657902352
014,human,1,49,296.715,0.706,Red,Blue,left,rich,297.023,0.307,1.0,297.422,0.416,no_incentive,297.855,0.7,298.555,0.533,0,-1.18090753139,0,32,-77,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.917350476083,-0.997850362205
014,human,1,50,299.098,0.956,Red,Blue,left,rich,299.647,0.549,1.0,300.054,0.55,no_incentive,300.621,0.7,301.32,0.516,0,-0.599656837473,0,33,-76,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.843344781786,-0.917350476083
014,human,1,51,301.847,0.84,Red,Blue,right,lean,302.287,0.44,0.0,302.687,0.533,no_incentive,303.236,0.7,303.936,0.7,0,-0.82098055207,0,34,-75,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.743465230935,-0.808706235313
014,human,1,52,304.646,0.79,Red,Blue,right,lean,305.031,0.385,0.0,305.436,0.483,no_incentive,305.935,0.7,306.635,0.65,0,-0.954511944694,0,35,-74,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.68348743397,-0.743465230935
014,human,1,53,307.295,0.74,Red,Blue,left,rich,307.631,0.336,1.0,308.035,0.483,no_incentive,308.535,0.7,309.234,0.966,0,-1.09064411902,0,36,-73,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.775309371401,-0.843344781786
014,human,1,54,310.211,0.706,Red,Blue,left,rich,310.519,0.308,1.0,310.917,0.483,no_incentive,311.417,0.7,312.116,0.65,0,-1.17765549601,0,37,-72,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.712762602395,-0.775309371401
014,human,1,55,312.776,0.706,Red,Blue,right,lean,313.079,0.302,0.0,313.483,0.45,no_incentive,313.949,0.7,314.649,0.833,0,-1.19732826161,0,38,-71,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.628348244082,-0.68348743397
014,human,1,56,315.492,1.423,Red,Blue,right,lean,316.511,1.018,0.0,316.915,0.583,no_incentive,317.515,0.7,318.214,0.583,0,0.0178399181283,0,39,-70,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.577657314851,-0.628348244082
014,human,1,57,318.808,0.99,Red,Blue,left,rich,319.391,0.583,1.0,319.797,0.45,reward,320.264,1.3,321.563,0.616,0,-0.539568092632,0,40,-69,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.958183317239,0.287237397605
014,human,1,58,322.19,0.923,Red,Blue,left,rich,322.711,0.521,1.0,323.113,0.433,reward,323.562,1.3,324.862,0.533,0,-0.652005237229,0,41,-68,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.993912230887,0.0418166827609
014,human,1,59,325.405,0.823,Red,Blue,left,rich,325.831,0.425,1.0,326.228,0.417,reward,326.661,1.3,327.961,0.733,0,-0.855666110058,0,42,-67,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999113728533,0.0060877691126
014,human,1,60,328.704,0.723,Red,Blue,right,lean,329.023,0.318,0.0,329.427,0.4,no_incentive,329.844,0.7,330.543,0.75,0,-1.1457038962,0,43,-66,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.53105579039,-0.577657314851
014,human,1,61,331.303,0.673,Red,Blue,left,rich,331.575,0.271,1.0,331.976,0.516,reward,332.509,1.3,333.809,0.75,0,-1.3056364581,0,44,-65,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999870974556,0.000886271466828
014,human,1,62,334.569,0.673,Red,Blue,left,rich,334.839,0.27,1.0,335.242,0.566,no_incentive,335.825,0.7,336.525,0.533,0,-1.30933331998,0,45,-64,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.919208078958,-0.999870974556
014,human,1,63,337.068,0.79,Red,Blue,left,rich,337.446,0.379,1.0,337.857,0.583,reward,338.457,1.299,339.757,0.8,0,-0.9702190739,0,46,-63,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.988238125815,0.0807919210418
014,human,1,64,340.567,1.039,Red,Blue,left,rich,341.206,0.64,1.0,341.606,0.383,reward,342.006,1.299,343.305,0.6,0,-0.446287102628,0,47,-62,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.998287679231,0.011761874185
014,human,1,65,343.915,0.79,Red,Blue,left,rich,344.302,0.387,1.0,344.705,0.417,reward,345.138,1.3,346.438,0.583,0,-0.949330585952,0,48,-61,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999750716394,0.0017123207687
014,human,1,66,347.031,0.823,Red,Blue,right,lean,347.446,0.415,0.0,347.854,0.516,reward,348.387,1.3,349.687,0.766,0,-0.879476758751,0,49,-60,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.931730020501,0.46894420961
014,human,1,67,350.463,0.673,Red,Blue,left,rich,350.726,0.263,1.0,351.136,0.433,no_incentive,351.586,0.7,352.286,0.7,0,-1.3356012468,0,50,-59,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.919097522419,-0.999750716394
014,human,1,68,352.996,0.873,Red,Blue,left,rich,353.462,0.467,1.0,353.868,0.45,no_incentive,354.335,0.7,355.035,0.716,0,-0.761426021313,0,51,-58,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.844950888122,-0.919097522419
014,human,1,69,355.761,0.806,Red,Blue,right,lean,356.166,0.405,0.0,356.567,0.4,reward,356.984,1.299,358.284,0.7,0,-0.903868211876,0,52,-57,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.990061098943,0.068269979499
014,human,1,70,358.993,0.773,Red,Blue,left,rich,359.358,0.365,1.0,359.766,0.433,no_incentive,360.216,0.7,360.916,0.683,0,-1.0078579254,0,53,-56,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.776785907831,-0.844950888122
014,human,1,71,361.609,1.373,Red,Blue,left,rich,362.574,0.965,1.0,362.982,0.533,reward,363.532,1.3,364.831,0.583,0,-0.0356271776432,0,54,-55,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.967503977693,0.223214092169
014,human,1,72,365.425,0.739,Red,Blue,left,rich,365.766,0.341,1.0,366.164,0.5,no_incentive,366.681,0.7,367.38,0.85,0,-1.0758728017,0,55,-54,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.889452234689,-0.967503977693
014,human,1,73,368.24,0.773,Red,Blue,right,lean,368.606,0.366,0.0,369.013,0.516,reward,369.546,1.299,370.846,0.55,0,-1.00512194558,0,56,-53,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.998553071863,0.00993890105747
014,human,1,74,371.406,0.69,Red,Blue,right,lean,371.686,0.28,0.0,372.095,0.583,no_incentive,372.695,0.7,373.395,0.916,0,-1.27296567581,0,57,-52,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.917996495831,-0.998553071863
014,human,1,75,374.321,0.656,Red,Blue,right,lean,374.566,0.245,0.0,374.978,0.417,no_incentive,375.411,0.7,376.111,0.566,0,-1.40649706844,0,58,-51,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.843938684986,-0.917996495831
014,human,1,76,376.687,0.673,Red,Blue,left,rich,376.95,0.263,1.0,377.36,0.45,reward,377.827,1.3,379.126,0.8,0,-1.3356012468,0,59,-50,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.983906201384,0.110547765311
014,human,1,77,379.936,0.723,Red,Blue,right,lean,380.262,0.326,0.0,380.659,0.416,no_incentive,381.092,0.7,381.792,0.8,0,-1.12085789762,0,60,-49,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.775855362468,-0.843938684986
014,human,1,78,382.602,1.423,Red,Blue,right,lean,383.622,1.02,0.0,384.024,0.55,reward,384.591,1.3,385.891,0.966,0,0.0198026272962,0,61,-48,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.967368506753,0.224144637532
014,human,1,79,386.867,0.723,Red,Blue,right,lean,387.182,0.315,0.0,387.59,0.533,no_incentive,388.14,0.7,388.839,0.833,0,-1.15518264016,0,62,-47,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.889327692637,-0.967368506753
014,human,1,80,389.683,1.04,Red,Blue,left,rich,390.326,0.643,1.0,390.722,0.466,no_incentive,391.205,0.7,391.905,0.733,0,-0.441610554745,0,63,-46,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.904531236794,-0.983906201384
014,human,1,81,392.648,0.556,Red,Blue,right,lean,392.806,0.158,0.0,393.205,0.483,no_incentive,393.704,0.7,394.404,0.866,0,-1.84516024596,0,64,-45,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.817582688883,-0.889327692637
014,human,1,82,395.281,0.823,Red,Blue,right,lean,395.702,0.421,0.0,396.104,0.533,reward,396.653,1.299,397.953,0.966,0,-0.8651224453,0,65,-44,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.973443267163,0.182417311117
014,human,1,83,398.929,0.756,Red,Blue,right,lean,399.286,0.356,0.0,399.686,0.45,reward,400.152,1.3,401.452,0.55,0,-1.03282454813,0,66,-43,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.996133809589,0.0265567328373
014,human,1,84,402.012,0.756,Red,Blue,right,lean,402.358,0.346,0.0,402.768,0.55,no_incentive,403.334,0.7,404.034,0.9,0,-1.06131650392,0,67,-42,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.915772403439,-0.996133809589
014,human,1,85,404.944,0.873,Red,Blue,right,lean,405.406,0.462,0.0,405.817,0.5,reward,406.333,1.299,407.633,0.566,0,-0.7721903879,0,68,-41,1,1,1,0.854417693832,0.0806733045067,0.231323451194,0.98773795225,0.0842275965612
014,human,1,86,408.209,0.756,Red,Blue,left,rich,408.566,0.356,1.0,408.966,0.566,reward,409.549,1.299,410.848,0.583,0,-1.03282454813,0,69,-40,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.986101437286,0.095468763206
014,human,1,87,411.442,0.723,Red,Blue,left,rich,411.766,0.324,1.0,412.165,0.433,reward,412.614,1.3,413.914,0.683,0,-1.12701176319,0,70,-39,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.997976615188,0.0138985627145
014,human,1,88,414.607,0.723,Red,Blue,left,rich,414.918,0.31,1.0,415.33,0.45,reward,415.797,1.299,417.096,0.666,0,-1.1711829815,0,71,-38,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999705430973,0.00202338481239
014,human,1,89,417.773,0.79,Red,Blue,left,rich,418.166,0.393,1.0,418.562,0.566,reward,419.145,1.3,420.445,0.533,0,-0.933945667113,0,72,-37,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999957115962,0.000294569027252
014,human,1,90,420.988,0.84,Red,Blue,right,lean,421.422,0.433,0.0,421.828,0.566,no_incentive,422.411,0.7,423.111,0.683,0,-0.83701755098,0,73,-36,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.908053867655,-0.98773795225
014,human,1,91,423.804,0.789,Red,Blue,left,rich,424.19,0.385,1.0,424.593,0.583,no_incentive,425.193,0.7,425.893,0.8,0,-0.954511944694,0,74,-35,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.919287271052,-0.999957115962
014,human,1,92,426.703,0.706,Red,Blue,right,lean,427.006,0.303,0.0,427.409,0.55,no_incentive,427.976,0.7,428.675,0.983,0,-1.19402247347,0,75,-34,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.834798161481,-0.908053867655
014,human,1,93,429.669,0.856,Red,Blue,right,lean,430.118,0.449,0.0,430.525,0.5,no_incentive,431.041,0.7,431.741,0.983,0,-0.80073239124,0,76,-33,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.767452235198,-0.834798161481
014,human,1,94,432.734,0.873,Red,Blue,left,rich,433.205,0.471,1.0,433.607,0.516,reward,434.14,1.3,435.44,0.566,0,-0.752897184966,0,77,-32,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.988249654783,0.080712728948
014,human,1,95,436.016,0.84,Red,Blue,left,rich,436.445,0.429,1.0,436.856,0.55,reward,437.422,1.299,438.722,0.75,0,-0.846298360054,0,78,-31,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.998289357645,0.0117503452173
014,human,1,96,439.482,0.606,Red,Blue,left,rich,439.677,0.196,1.0,440.088,0.583,no_incentive,440.688,0.7,441.388,0.566,0,-1.62964061975,0,79,-30,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.91775405631,-0.998289357645
014,human,1,97,441.964,0.773,Red,Blue,left,rich,442.325,0.361,1.0,442.737,0.55,reward,443.304,1.3,444.603,0.55,0,-1.01887732065,0,80,-29,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.988026445845,0.0822459436901
014,human,1,98,445.163,0.673,Red,Blue,right,lean,445.437,0.274,0.0,445.836,0.583,no_incentive,446.436,0.7,447.136,0.583,0,-1.29462717259,0,81,-28,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.705539327334,-0.767452235198
014,human,1,99,447.729,0.706,Red,Blue,left,rich,448.029,0.3,1.0,448.435,0.4,reward,448.852,1.3,450.151,0.533,0,-1.20397280433,0,82,-27,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.998256862373,0.0119735541553
014,human,1,100,450.694,0.723,Red,Blue,left,rich,451.013,0.319,1.0,451.417,0.416,no_incentive,451.851,0.7,452.55,0.6,0,-1.1425641762,0,83,-26,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.917724182539,-0.998256862373
014,human,1,101,453.16,0.823,Red,Blue,left,rich,453.573,0.413,1.0,453.983,0.417,reward,454.416,1.299,455.716,0.733,0,-0.884307686021,0,84,-25,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.988022096752,0.0822758174611
014,human,1,102,456.459,0.656,Red,Blue,right,lean,456.717,0.258,0.0,457.115,0.433,no_incentive,457.565,0.7,458.265,0.516,0,-1.35479569406,0,85,-24,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.648621138338,-0.705539327334
014,human,1,103,458.792,1.356,Red,Blue,left,rich,459.741,0.95,1.0,460.148,0.483,reward,460.647,1.3,461.947,0.666,0,-0.0512932943876,0,86,-23,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.998256229222,0.0119779032478
014,human,1,104,462.624,0.673,Red,Blue,left,rich,462.885,0.262,1.0,463.297,0.516,reward,463.83,1.3,465.129,0.666,0,-1.33941077522,0,87,-22,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999746137829,0.00174377077787
014,human,1,105,465.806,0.723,Red,Blue,right,lean,466.125,0.319,0.0,466.529,0.516,no_incentive,467.062,0.7,467.762,0.833,0,-1.1425641762,0,88,-21,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.596294727736,-0.648621138338
014,human,1,106,468.605,0.906,Red,Blue,left,rich,469.101,0.496,1.0,469.511,0.533,reward,470.061,1.3,471.36,0.666,0,-0.701179352257,0,89,-20,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.99996304216,0.000253862171269
014,human,1,107,472.037,0.74,Red,Blue,left,rich,472.365,0.328,1.0,472.777,0.4,reward,473.193,1.299,474.493,0.733,0,-1.1147416706,0,90,-19,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999994619592,3.69578403421e-05
014,human,1,108,475.236,0.64,Red,Blue,left,rich,475.477,0.241,1.0,475.875,0.483,reward,476.375,1.3,477.675,0.85,0,-1.42295834549,0,91,-18,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999999216708,5.38040762799e-06
014,human,1,109,478.535,0.856,Red,Blue,right,lean,478.989,0.454,0.0,479.391,0.516,no_incentive,479.924,0.7,480.624,0.7,0,-0.789658080941,0,92,-17,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.548189661589,-0.596294727736
014,human,1,110,481.334,0.706,Red,Blue,left,rich,481.629,0.295,1.0,482.04,0.516,reward,482.573,1.299,483.873,0.783,0,-1.22077992264,0,93,-16,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999999885967,7.83292150586e-07
014,human,1,111,484.666,0.706,Red,Blue,left,rich,484.965,0.299,1.0,485.372,0.516,no_incentive,485.905,0.7,486.605,0.833,0,-1.20731170559,0,94,-15,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.919326590659,-0.999999885967
014,human,1,112,487.448,1.023,Red,Blue,left,rich,488.069,0.621,1.0,488.471,0.566,reward,489.054,1.3,490.354,0.7,0,-0.476424197049,0,95,-14,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.988255379022,0.0806734093408
014,human,1,113,491.063,0.69,Red,Blue,left,rich,491.357,0.293,1.0,491.753,0.533,reward,492.303,1.3,493.602,0.766,0,-1.22758266997,0,96,-13,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.998290190993,0.0117446209782
014,human,1,114,494.379,0.673,Red,Blue,left,rich,494.645,0.266,1.0,495.052,0.55,reward,495.618,1.3,496.918,0.866,0,-1.3242589702,0,97,-12,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999751082062,0.00170980900707
014,human,1,115,497.794,0.94,Red,Blue,left,rich,498.333,0.538,1.0,498.734,0.433,reward,499.184,1.3,500.483,0.866,0,-0.61989671882,0,98,-11,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999963761952,0.000248917938356
014,human,1,116,501.36,0.906,Red,Blue,left,rich,501.869,0.509,1.0,502.266,0.5,reward,502.783,1.299,504.082,0.766,0,-0.675307262432,0,99,-10,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999994724381,3.62380475123e-05
014,human,1,117,504.859,0.89,Red,Blue,right,lean,505.341,0.482,0.0,505.748,0.4,no_incentive,506.165,0.7,506.864,0.733,0,-0.729811164932,0,100,-9,1,1,0,0.854417693832,0.0806733045067,0.231323451194,0.503965390092,-0.548189661589
014,human,1,118,507.608,1.056,Red,Blue,left,rich,508.253,0.645,1.0,508.664,0.45,reward,509.13,1.3,510.43,0.85,0,-0.438504962186,0,101,-8,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999999231963,5.27561852781e-06
014,human,1,119,511.29,0.973,Red,Blue,left,rich,511.861,0.571,1.0,512.263,0.516,reward,512.796,1.3,514.095,0.683,0,-0.560366069326,0,102,-7,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999999888187,7.68036711785e-07
014,human,1,120,514.788,0.79,Red,Blue,left,rich,515.173,0.384,1.0,515.578,0.516,reward,516.111,1.3,517.411,0.816,0,-0.957112726394,0,103,-6,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999999983722,1.1181255577e-07
014,human,1,121,518.237,0.74,Red,Blue,left,rich,518.581,0.343,1.0,518.977,0.516,reward,519.51,1.3,520.81,0.7,0,-1.07002483182,0,104,-5,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.99999999763,1.62779297819e-08
014,human,1,122,521.519,1.073,Red,Blue,left,rich,522.189,0.669,1.0,522.592,0.483,no_incentive,523.092,0.7,523.792,0.916,0,-0.401971218854,0,105,-4,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.919326693315,-0.99999999763
014,human,1,123,524.718,1.089,Red,Blue,left,rich,525.405,0.686,1.0,525.808,0.55,reward,526.374,1.3,527.674,0.65,0,-0.376877651256,0,106,-3,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.988255393967,0.0806733066853
014,human,1,124,528.334,0.756,Red,Blue,left,rich,528.684,0.351,1.0,529.09,0.566,reward,529.673,1.3,530.973,0.95,0,-1.04696905552,0,107,-2,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.998290193169,0.0117446060334
014,human,1,125,531.932,0.706,Red,Blue,left,rich,532.228,0.296,1.0,532.639,0.467,reward,533.122,1.3,534.421,0.883,0,-1.21739582466,0,108,-1,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.999751082378,0.00170980683137
014,human,1,126,535.315,0.806,Red,Blue,left,lean,535.716,0.402,0.0,536.121,0.583,no_incentive,536.721,0.7,537.42,0.816,1,-0.911303190363,0,109,0,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.919097858879,-0.999751082378
014,human,1,127,538.247,0.906,Red,Blue,left,lean,538.756,0.509,0.0,539.153,0.45,no_incentive,539.62,0.7,540.319,0.566,0,-0.675307262432,0,1,-25,2,1,0,0.854417693832,0.0806733045067,0.231323451194,0.844951197438,-0.919097858879
014,human,1,128,540.896,0.756,Red,Blue,left,lean,541.252,0.356,0.0,541.652,0.4,reward,542.069,1.3,543.368,0.95,0,-1.03282454813,0,2,-24,2,1,1,0.854417693832,0.0806733045067,0.231323451194,0.977427637755,0.155048802562
